时间及产品型号,评论内容
2025年2月14日 · 飞行员光学眼镜2【加购送飞行员墨镜夹片】,发货很快，已经收到货了，商品和描述的差不多，质量没问题，在这里买还是很放心的
2025年2月15日 · 【加购送价值269元前框】飞行员光学镜2+飞行员2亮黑色前框,很好，看出来卖家用心了，塑封膜都是很小心用刀片划开的开口，刚好能拿出眼镜架，尽量保持原装的状态，打开后所有配件都没拆封，只是安装了镜片而已，没有任何指纹和操作的痕迹，尽量让顾客感受到拆封的喜悦。非常满意！
2025年2月15日 · 智能眼镜2【飞行员光学镜】发布会新品！,价格实惠，质量杠杠的，非常好的一次购物，下次还来
2025年2月15日 · 智能眼镜2【飞行员光学镜】发布会新品！,非常棒，话质清晰，值得购买，会推荐给朋友
2025年2月16日 · 【加购送价值269元前框】钛空光学镜+飞行员2灰白渐变前框.,东西还是很满意，和介绍的一样的，虽然物流让人有点无语，总体来说还是不错的
2025年2月16日 · 【加购送价值269元前框】钛空光学镜+飞行员2灰白渐变前框.,宝贝收到了，质量很不错，包装精致，材质优秀，比想象中好，客服态度也特别好，下次继续购买
2025年2月16日 · 【新年限定礼盒】飞行员光学镜2+新年礼包,比想像中更好，戴起來輕巧舒適 值得推薦買的商品  客服人員親切，夠棒的
2025年2月16日 · 智能眼镜2【方形半框光学镜】发布会新品！,真的很好用，对商品非常满意，属于无限回购款，推荐！从没想过这么实惠的价格能买到这么好的宝贝，下次还来你家
2025年2月16日 · 智能眼镜2【飞行员光学镜.】+飞行员2蓝白渐变前框,眼镜非常不错，戴着很时尚，蓝牙链接方便
2025年2月17日 · 智能眼镜2【方形半框光学镜】发布会新品！,收到货时感觉会很重，但一戴后感觉很轻便，配好镜片戴了几天，接电话，听音乐方便多了，一次不错的购物。
2025年2月17日 · 飞行员光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,挺好的，声音清清晰，带上秒连手机，颜值也挺高的，本身度数挺高的，加上1.75镜片看起来也不厚
2025年2月18日 · 【新年限定礼盒】钛空光学镜2+新年礼包,送男朋友的 颜值很高  上班摸鱼必备
2025年2月18日 · 金丝光学眼镜2【加购送墨镜夹片.】,眼镜非常轻盈，质量很好，听质很清晰，还有专门配度数，这家店非常nice，在线安利。
2025年2月1日 · 智能眼镜2【方形无框光学镜.】发布会新品！,质感很棒，与描述相符，每次咨询客服都很耐心，面面俱到，值得拥有。
2025年2月1日 · 智能眼镜2【方形无框光学镜.】发布会新品！,过年期间买来送给朋友的礼物，快递顺丰也很给力，客服也是有问必答。
2025年2月20日 · 方形无框光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,发货速度太快了，真没想到，昨天下午拍的，不到24小时就收到货了。眼镜盒的包装也很好，一点损伤都没有。
2025年2月20日 · 金丝光学眼镜2【加购送夜间驾驶夹片】,眼镜不错，音质可以，符合预期
2025年2月20日 · 飞行员光学眼镜2【加购送飞行员墨镜夹片】,眼睛很好用。接电话很清晰
2025年2月21日 · 智能眼镜2【钛空光学镜】发布会新品！,很轻哦！还帮忙配了近视眼镜，上班摸鱼神器哈！爱了
2025年2月22日 · 智能眼镜2【方形无框光学镜.】发布会新品！,质量没得说！无论是材质的质感还是整体的做工，都让人眼前一亮。使用起来效果绝佳，真心赞！
2025年2月22日 · 智能眼镜2【方形无框光学镜.】发布会新品！,佩戴合适，不会感觉很重，电话和看视频都很方便，爱了
2025年2月24日 · 方形半框光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,挺好的音质效果还不错用了两天续航也能8个小时上班，充电也快
2025年2月24日 · 方形半框光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,昨天刚收到，今天正在使用，担心的重量问题，怕压耳朵，现在看来问题不大，我们使用几天以后再追评。
2025年2月24日 · 方形半框光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,服务态度很好，东西也很好。。。。。。
2025年2月24日 · 方形无框光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,�这款眼镜真心不错哦✨，佩戴感满分��！质感一流，重量也刚刚好��~(˘▾˘~)♡*｡o♡
2025年2月24日 · 智能眼镜2【金丝光学镜】发布会新品！,款式新颖，设计好看，材质优良，质量超棒。商家服务热情周到，使用体验舒适，物流快如闪电，性价比超高，非常满意！
2025年2月24日 · 金丝光学眼镜2【加购送墨镜夹片.】,很好的眼镜，声音非常清楚！也很好看。
2025年2月25日 · 【新年限定礼盒】金丝光学镜2+新年礼包,和实体店一样，款式很好看
2025年2月26日 · 方形半框光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,眼镜很轻，试戴一下声音很清晰，送一副飞行员前框，等于两幅眼镜，很好
2025年2月26日 · 方形无框光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,很好不是很重比想象的要轻佩戴也很舒适
2025年2月26日 · 钛空光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,确实不错，暂时探索中。外观和物流很快。
2025年2月27日 · 【新年限定礼盒】飞行员光学镜2+新年礼包,第二次购买购买，这次是给女儿买的，产品质量很好，通话，听歌，声音很好，质量不错
2025年2月27日 · 方形半框光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,华为质量没得说，戴起来很轻便，买之前以为会很笨重，超乎想象的好，运动工作两不误，客服阿絮很有耐心
2025年2月27日 · 方形无框光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,非常满意，华为至上，媳妇儿也准备入手一个
2025年2月27日 · 钛空光学镜2【送飞行员前框+鼻托+湿巾+镜片夹片任选】,非常好的眼镜，收到了就试戴一下，音质很好，远距离听不见你眼镜的声音。佩戴也很舒服�。很好
2025年2月5日 · 智能眼镜2【金丝光学镜】发布会新品！,我觉得金丝的眼镜框非常好看，戴起来和正常的没什么区别，卖家服务也很好，非常不错
2025年2月6日 · 金丝光学眼镜2【加购送墨镜夹片.】,买来送人的，物流很快正好来的及带走，包装完好无损
2025年2月6日 · 飞行员光学眼镜2【加购送飞行员墨镜夹片】,过年期间还正常发货给办了加急，客服态度很好，包装完好
2025年2月7日 · 智能眼镜2【方形半框光学镜】发布会新品！,挺好的，这家是最优惠的一家了，收到货验证确实未激活。卖家送的眼镜框质量可以。为了华为生态放弃了更便宜的小米眼镜 哈哈哈。这个眼镜续航确实只有一天，特指用它听音乐，如果断开蓝牙就这么带着能撑两天，但据说比上一代好多了。音质还行，在嘈杂环境下必须最大音量。总之还是好评。
2025年2月7日 · 智能眼镜2【方形无框光学镜.】发布会新品！,眼镜很帅。使用中有点问题，客服也帮着解决了，很好很好很好。
2025年2月7日 · 飞行员光学眼镜2【加购送飞行员墨镜夹片】,直接买了我喜欢的飞行员，眼镜很轻，佩戴也很舒服。音质和其他功能都很强大。非常喜欢。。
2025年2月8日 · 智能眼镜2【方形半框光学镜】发布会新品！,刻意用了两天才来评价，眼镜重量可以忽略，跟之前的眼镜比感觉不到重，就我个人而言音质一般听音乐的可以绕道，听个书可以，安静环境苹果手机听书看视频两格就够用，三格四格边上的人可以凑过来一起听，所以漏音还是挺严重的，毕竟是外放的扬声器，打电话比较清楚，但是听感特别单调可以用刺耳来形容，可能我用其他耳机特别接近人声，手里有苹果常规跟Pro，还有索尼的1000xm4，还有其他耳机但都是一千多的耳机，相对而言这个眼镜就仅仅是听个响。续航的话具体没算过，这几天放假没事一直看电视打游戏，可以用一天，但肯定是不超过12个小时的，还有一点这个最新2代，它耳朵那个地方因为比较粗，带时间长了会感觉撑耳朵，会有痛感，如果你的耳朵离头很近最好去店里试戴，不过短时间也不会有不适感，这个个人觉得可以改进成扁的就会很舒服。买的时候另外买了个没框的，那个颜值高一点。总体的话，还是方便，看个人用途，对了前代没有的摘下耳机就暂停播放功能这个耳机有，不管是音频还是视频，也算人性化改进了。
2025年2月8日 · 智能眼镜2【方形半框光学镜】发布会新品！,带着挺舒服，一点都不沉，声音清晰。
2025年2月8日 · 智能眼镜2【方形半框光学镜】发布会新品！,挺好用的 上班带着摸鱼都可以 哈哈 音质也挺好的 客户也很给力
2025年2月9日 · 【新年限定礼盒】钛空光学镜2+新年礼包,好评，还没配近视镜，后续追加评论。
2025年2月9日 · 智能眼镜2【方形半框光学镜】发布会新品！,眼镜不错，戴起来不夹眼睛，度数也合适
2025年2月9日 · 智能眼镜2【方形无框光学镜.】发布会新品！,眼镜佩戴非常舒适，度数刚刚好。
2025年2月9日 · 智能眼镜2【钛空光学镜】发布会新品！,全新正品，音量续航比上一代强，连续7个小时不是问题，换前框跟上代有点区别，需要拧螺丝
